duration,vowel_group,age,gender,accent
0.12,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.28,central,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.31,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.29,front,no_info,no_info,no_info
0.19,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.16,front,no_info,no_info,no_info
0.19,front,no_info,no_info,no_info
0.18,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.8,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.52,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.65,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.32,central,no_info,no_info,no_info
0.89,front,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.79,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.32,front,no_info,no_info,no_info
0.53,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.23,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.2,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.41,back,no_info,no_info,no_info
0.53,front,no_info,no_info,no_info
0.28,front,no_info,no_info,no_info
0.25,front,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
1.08,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.35,central,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.23,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.23,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.14,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.32,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.95,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.24,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.64,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.42,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.24,central,no_info,no_info,no_info
0.45,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.58,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.25,central,no_info,no_info,no_info
0.63,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.63,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.14,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.18,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.3,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.86,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.28,front,no_info,no_info,no_info
1.13,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.27,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.26,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.17,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.32,back,no_info,no_info,no_info
0.95,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.32,central,no_info,no_info,no_info
0.3,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.24,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.26,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.15,back,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.21,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.19,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.16,front,no_info,no_info,no_info
0.28,front,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.99,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.19,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.19,central,no_info,no_info,no_info
0.42,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.24,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.16,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.09,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.12,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.16,front,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
1.48,central,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.1,front,no_info,no_info,no_info
0.33,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.11,back,no_info,no_info,no_info
0.21,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.21,central,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.1,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.58,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.14,front,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.5,central,no_info,no_info,no_info
0.17,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.13,back,no_info,no_info,no_info
0.08,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.13,central,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.1,back,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.03,central,no_info,no_info,no_info
0.13,front,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.11,front,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.22,central,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.12,central,no_info,no_info,no_info
0.15,central,no_info,no_info,no_info
0.59,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.04,central,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.08,central,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.15,front,no_info,no_info,no_info
0.05,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.09,front,no_info,no_info,no_info
0.03,front,no_info,no_info,no_info
0.07,central,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.12,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.2,central,no_info,no_info,no_info
0.8,central,no_info,no_info,no_info
0.11,central,no_info,no_info,no_info
0.06,central,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.05,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.07,front,no_info,no_info,no_info
0.06,front,no_info,no_info,no_info
0.06,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.18,back,no_info,no_info,no_info
0.14,back,no_info,no_info,no_info
0.21,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.05,back,no_info,no_info,no_info
0.03,back,no_info,no_info,no_info
0.08,back,no_info,no_info,no_info
0.04,back,no_info,no_info,no_info
0.07,back,no_info,no_info,no_info
0.09,back,no_info,no_info,no_info
