combined_len,age,gender,accent
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.85,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.88,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.11,no_info,no_info,no_info
1.02,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.88,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.23,no_info,no_info,no_info
1.07,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.94,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.47,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.92,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.08,no_info,no_info,no_info
1.01,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.95,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
1.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.46,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.4,no_info,no_info,no_info
1.04,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.17,no_info,no_info,no_info
1.05,no_info,no_info,no_info
0.13,no_info,no_info,no_info
1.14,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.4,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.79,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.09,no_info,no_info,no_info
1.0,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.09,no_info,no_info,no_info
1.612,no_info,no_info,no_info
1.35,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.83,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
1.468,no_info,no_info,no_info
0.96,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.47,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
1.56,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.8,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.06,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.36,fourties,female_feminine,no_info
0.17,fourties,female_feminine,no_info
0.13,fourties,female_feminine,no_info
0.13,fourties,female_feminine,no_info
0.14,fourties,female_feminine,no_info
0.11,fourties,female_feminine,no_info
0.17,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.15,fourties,female_feminine,no_info
0.4,fourties,female_feminine,no_info
0.2,fourties,female_feminine,no_info
0.09,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.14,fourties,female_feminine,no_info
0.07,fourties,female_feminine,no_info
0.22,fourties,female_feminine,no_info
0.33,fourties,female_feminine,no_info
0.17,fourties,female_feminine,no_info
0.15,fourties,female_feminine,no_info
0.09,fourties,female_feminine,no_info
0.15,fourties,female_feminine,no_info
0.08,fourties,female_feminine,no_info
0.12,fourties,female_feminine,no_info
0.12,fourties,female_feminine,no_info
0.21,fourties,female_feminine,no_info
0.12,fourties,female_feminine,no_info
0.11,fourties,female_feminine,no_info
0.19,fourties,female_feminine,no_info
0.54,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.14,fourties,female_feminine,no_info
0.12,fourties,female_feminine,no_info
0.16,fourties,female_feminine,no_info
0.12,fourties,female_feminine,no_info
0.22,fourties,female_feminine,no_info
0.09,fourties,female_feminine,no_info
0.11,fourties,female_feminine,no_info
0.15,fourties,female_feminine,no_info
2.856,fourties,female_feminine,no_info
0.06,fourties,female_feminine,no_info
0.06,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.15,fourties,female_feminine,no_info
0.19,fourties,female_feminine,no_info
0.08,fourties,female_feminine,no_info
0.16,fourties,female_feminine,no_info
0.24,fourties,female_feminine,no_info
0.18,fourties,female_feminine,no_info
0.14,fourties,female_feminine,no_info
0.14,fourties,female_feminine,no_info
0.21,fourties,female_feminine,no_info
0.16,fourties,female_feminine,no_info
0.11,fourties,female_feminine,no_info
0.23,fourties,female_feminine,no_info
0.06,fourties,female_feminine,no_info
2.178,fourties,female_feminine,no_info
0.06,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.44,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.5,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.36,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.34,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
1.34,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.422,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.44,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.38,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.34,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.42,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.38,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.89,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.37,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.34,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.402,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.37,no_info,no_info,no_info
1.02,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.35,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.572,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.39,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.34,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.69,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.452,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.22,no_info,no_info,no_info
1.21,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.29,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.06,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.3,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.51,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.07,no_info,no_info,no_info
1.24,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.19,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.24,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.21,no_info,no_info,no_info
1.27,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.35,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.31,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.21,no_info,no_info,no_info
0.11,no_info,no_info,no_info
0.13,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.18,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.33,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.28,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.32,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.15,no_info,no_info,no_info
0.1,no_info,no_info,no_info
0.26,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.22,no_info,no_info,no_info
0.45,no_info,no_info,no_info
0.16,no_info,no_info,no_info
0.09,no_info,no_info,no_info
0.12,no_info,no_info,no_info
0.14,no_info,no_info,no_info
0.27,no_info,no_info,no_info
0.07,no_info,no_info,no_info
0.08,no_info,no_info,no_info
0.23,no_info,no_info,no_info
0.37,no_info,no_info,no_info
0.25,no_info,no_info,no_info
0.2,no_info,no_info,no_info
0.17,no_info,no_info,no_info
0.06,no_info,no_info,no_info
