duration,consonant_group,age,gender,accent
0.05,approximants,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.04,nasals,no_info,no_info,no_info
0.06,approximants,no_info,no_info,no_info
0.09,stops,no_info,no_info,no_info
0.08,approximants,no_info,no_info,no_info
0.05,stops,no_info,no_info,no_info
0.03,fricatives,no_info,no_info,no_info
0.1,stops,no_info,no_info,no_info
0.05,approximants,no_info,no_info,no_info
0.11,nasals,no_info,no_info,no_info
0.06,stops,no_info,no_info,no_info
0.07,nasals,twenties,male_masculine,no_info
0.13,fricatives,twenties,male_masculine,no_info
0.11,approximants,twenties,male_masculine,no_info
0.05,other,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.942,approximants,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.1,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.12,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.05,fricatives,twenties,male_masculine,no_info
0.21,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.08,nasals,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.12,fricatives,twenties,male_masculine,no_info
0.03,fricatives,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.5,fricatives,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.07,other,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.08,other,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.07,other,twenties,male_masculine,no_info
0.09,other,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.06,other,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.452,stops,twenties,male_masculine,no_info
0.68,stops,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.24,nasals,twenties,male_masculine,no_info
0.86,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.06,fricatives,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.03,fricatives,twenties,male_masculine,no_info
1.24,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.612,stops,twenties,male_masculine,no_info
0.12,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
1.572,nasals,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.19,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.08,other,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.12,nasals,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.26,stops,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.3,stops,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.06,fricatives,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.06,fricatives,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.26,other,twenties,male_masculine,no_info
0.03,other,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.04,other,twenties,male_masculine,no_info
0.27,fricatives,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.05,other,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.13,approximants,twenties,male_masculine,no_info
0.03,fricatives,twenties,male_masculine,no_info
0.1,nasals,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.1,nasals,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.13,nasals,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.192,approximants,twenties,male_masculine,no_info
0.11,fricatives,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.12,fricatives,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.12,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.29,stops,twenties,male_masculine,no_info
0.13,other,twenties,male_masculine,no_info
0.05,other,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.09,other,twenties,male_masculine,no_info
0.08,other,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.08,fricatives,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.08,fricatives,twenties,male_masculine,no_info
0.08,fricatives,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.144,approximants,twenties,male_masculine,no_info
0.06,fricatives,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.68,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.05,fricatives,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.16,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.1,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.12,approximants,twenties,male_masculine,no_info
0.17,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.11,fricatives,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.05,other,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.88,fricatives,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.16,nasals,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.1,nasals,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.18,nasals,twenties,male_masculine,no_info
0.52,stops,twenties,male_masculine,no_info
0.08,other,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.14,fricatives,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.08,nasals,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.05,other,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.51,approximants,twenties,male_masculine,no_info
0.03,fricatives,twenties,male_masculine,no_info
0.08,fricatives,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.08,nasals,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.11,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.12,nasals,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.478,approximants,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.1,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.08,other,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.09,other,twenties,male_masculine,no_info
0.12,fricatives,twenties,male_masculine,no_info
0.12,stops,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.486,approximants,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.09,other,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.12,nasals,twenties,male_masculine,no_info
0.11,nasals,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.13,stops,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.41,stops,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.34,stops,twenties,male_masculine,no_info
0.08,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.07,approximants,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.12,fricatives,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.11,approximants,twenties,male_masculine,no_info
0.14,other,twenties,male_masculine,no_info
0.09,approximants,twenties,male_masculine,no_info
0.761,approximants,twenties,male_masculine,no_info
0.1,fricatives,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.05,fricatives,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.12,stops,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.03,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.04,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.08,nasals,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.09,fricatives,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
1.156,nasals,twenties,male_masculine,no_info
0.81,fricatives,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.13,nasals,twenties,male_masculine,no_info
0.05,approximants,twenties,male_masculine,no_info
0.9,approximants,twenties,male_masculine,no_info
0.44,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.06,fricatives,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.13,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.17,other,twenties,male_masculine,no_info
0.09,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.06,stops,twenties,male_masculine,no_info
0.07,fricatives,twenties,male_masculine,no_info
0.07,nasals,twenties,male_masculine,no_info
0.05,nasals,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.07,stops,twenties,male_masculine,no_info
0.08,fricatives,twenties,male_masculine,no_info
0.05,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.09,stops,twenties,male_masculine,no_info
0.03,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.03,nasals,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.08,stops,twenties,male_masculine,no_info
0.06,approximants,twenties,male_masculine,no_info
0.06,nasals,twenties,male_masculine,no_info
0.11,fricatives,twenties,male_masculine,no_info
0.04,nasals,twenties,male_masculine,no_info
0.1,stops,twenties,male_masculine,no_info
0.04,approximants,twenties,male_masculine,no_info
0.43,fricatives,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.04,other,thirties,male_masculine,no_info
0.03,nasals,thirties,male_masculine,no_info
0.06,other,thirties,male_masculine,no_info
0.03,stops,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.05,other,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.57,fricatives,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.09,fricatives,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.11,nasals,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.17,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.15,nasals,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.08,other,thirties,male_masculine,no_info
0.1,other,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.1,nasals,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.08,other,thirties,male_masculine,no_info
0.11,nasals,thirties,male_masculine,no_info
0.05,other,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.12,other,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.05,fricatives,thirties,male_masculine,no_info
0.26,nasals,thirties,male_masculine,no_info
0.14,fricatives,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.12,stops,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.06,fricatives,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.1,other,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.1,nasals,thirties,male_masculine,no_info
0.63,approximants,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,other,thirties,male_masculine,no_info
0.13,stops,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.03,fricatives,thirties,male_masculine,no_info
0.13,other,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.03,nasals,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.06,other,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.05,fricatives,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.224,approximants,thirties,male_masculine,no_info
0.11,nasals,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.09,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
0.1,fricatives,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.04,nasals,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.05,other,thirties,male_masculine,no_info
0.21,approximants,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.16,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.14,fricatives,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.11,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.08,other,thirties,male_masculine,no_info
0.09,nasals,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.11,other,thirties,male_masculine,no_info
0.15,other,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.11,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.1,other,thirties,male_masculine,no_info
0.06,fricatives,thirties,male_masculine,no_info
0.22,fricatives,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.06,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.08,fricatives,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.12,approximants,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.06,other,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.08,nasals,thirties,male_masculine,no_info
0.05,nasals,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.06,stops,thirties,male_masculine,no_info
0.1,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.08,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.11,fricatives,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.05,stops,thirties,male_masculine,no_info
0.07,approximants,thirties,male_masculine,no_info
0.07,stops,thirties,male_masculine,no_info
1.08,stops,thirties,male_masculine,no_info
0.04,stops,thirties,male_masculine,no_info
0.1,stops,thirties,male_masculine,no_info
0.04,approximants,thirties,male_masculine,no_info
0.07,nasals,thirties,male_masculine,no_info
0.03,nasals,thirties,male_masculine,no_info
0.09,fricatives,thirties,male_masculine,no_info
0.06,nasals,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.09,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.07,fricatives,thirties,male_masculine,no_info
0.08,stops,thirties,male_masculine,no_info
0.05,approximants,thirties,male_masculine,no_info
0.11,other,thirties,male_masculine,no_info
0.03,approximants,thirties,male_masculine,no_info
